id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	B_cell|B_cell	B_cell|CancerHR-proficient	B_cell|CancerHRD	B_cell|DC	B_cell|EC	B_cell|Fibroblast	B_cell|Mast	B_cell|Myeloid	B_cell|T_cell	CancerHR-proficient|B_cell	CancerHR-proficient|CancerHR-proficient	CancerHR-proficient|CancerHRD	CancerHR-proficient|DC	CancerHR-proficient|EC	CancerHR-proficient|Fibroblast	CancerHR-proficient|Mast	CancerHR-proficient|Myeloid	CancerHR-proficient|T_cell	CancerHRD|B_cell	CancerHRD|CancerHR-proficient	CancerHRD|CancerHRD	CancerHRD|DC	CancerHRD|EC	CancerHRD|Fibroblast	CancerHRD|Mast	CancerHRD|Myeloid	CancerHRD|T_cell	DC|B_cell	DC|CancerHR-proficient	DC|CancerHRD	DC|DC	DC|EC	DC|Fibroblast	DC|Mast	DC|Myeloid	DC|T_cell	EC|B_cell	EC|CancerHR-proficient	EC|CancerHRD	EC|DC	EC|EC	EC|Fibroblast	EC|Mast	EC|Myeloid	EC|T_cell	Fibroblast|B_cell	Fibroblast|CancerHR-proficient	Fibroblast|CancerHRD	Fibroblast|DC	Fibroblast|EC	Fibroblast|Fibroblast	Fibroblast|Mast	Fibroblast|Myeloid	Fibroblast|T_cell	Mast|B_cell	Mast|CancerHR-proficient	Mast|CancerHRD	Mast|DC	Mast|EC	Mast|Fibroblast	Mast|Mast	Mast|Myeloid	Mast|T_cell	Myeloid|B_cell	Myeloid|CancerHR-proficient	Myeloid|CancerHRD	Myeloid|DC	Myeloid|EC	Myeloid|Fibroblast	Myeloid|Mast	Myeloid|Myeloid	Myeloid|T_cell	T_cell|B_cell	T_cell|CancerHR-proficient	T_cell|CancerHRD	T_cell|DC	T_cell|EC	T_cell|Fibroblast	T_cell|Mast	T_cell|Myeloid	T_cell|T_cell
CPI-CS0259A0EB4	Dehydroepiandrosterone_bySTS_PPARA	complex:Dehydroepiandrosterone_bySTS	simple:Q07869		PPARA	True	False	True	curated	False	0.074																															0.077		0.074																									0.106		0.103							0.116		0.113												
CPI-SS0F21D6CA0	EPHB4_EFNB1	simple:P54760	simple:P98172	EPHB4	EFNB1	False	True	False	curated	False	0.074													0.094	0.194	0.129																									0.228	0.329	0.263																																							
CPI-CC08689D69E	RAreceptor_RXRA_atRetinoicAcid_byALDH1A1	complex:RAreceptor_RXRA	complex:atRetinoicAcid_byALDH1A1			True	True	False	curated	False	0.074															0.185	0.286	0.142																																		0.204	0.305	0.161																												
CPI-SS019C98396	TNFSF14_TNFRSF14	simple:O43557	simple:Q92956	TNFSF14	TNFRSF14	True	False	True	curated	False	0.074																																																																									0.333			0.341	0.309		0.407	0.411	0.397
CPI-SS0859C173B	TNFSF14_LTBR	simple:O43557	simple:P36941	TNFSF14	LTBR	True	False	True	curated	False	0.074																																																																										0.222	0.236	0.26	0.286	0.344		0.345	
CPI-CC08F908F82	RAreceptor_RARA_atRetinoicAcid_byALDH1A1	complex:RAreceptor_RARA	complex:atRetinoicAcid_byALDH1A1			True	True	False	curated	False	0.074															0.217	0.318	0.174																																		0.226	0.327	0.183																												
CPI-CC0C0E5D3E6	RAreceptor_RARA_RXRA_atRetinoicAcid_byALDH1A1	complex:RAreceptor_RARA_RXRA	complex:atRetinoicAcid_byALDH1A1			True	True	False	curated	False	0.074															0.185	0.286	0.142																																		0.204	0.305	0.161																												
CPI-SC03AF43F8B	SEMA7A_integrin_a1b1_complex	simple:O75326	complex:integrin_a1b1_complex	SEMA7A		False	False	False	curated	True	0.074					0.299	0.294																										0.286	0.281																										0.293	0.287																					
CPI-SS005F1054E	UNC5B_NTN4	simple:Q8IZJ1	simple:Q9HB63	UNC5B	NTN4	True	True	False	curated	False	0.074																																									0.166	0.158								0.33	0.322																	0.111	0.103												
CPI-SS0D22A09AD	NRP2_PGF	simple:O60462	simple:P49763	NRP2	PGF	True	True	False	curated	False	0.074																																									0.281	0.296								0.324	0.339																	0.285	0.3												
CPI-SS03E48EFEA	C3_C3AR1	simple:P01024	simple:Q16581	C3	C3AR1	True	False	True	curated	False	0.074																																																	0.468			0.565	0.737														0.375			0.473	0.645										
CPI-SC00367777A	COL3A1_integrin_a1b1_complex	simple:P02461	complex:integrin_a1b1_complex	COL3A1		True	False	False	curated	True	0.074														0.523	0.518								0.579	0.573																										2.127	2.121																														
CPI-SS0A3569604	IGF2_IDE	simple:P01344	simple:P14735	IGF2	IDE	True	False	True	I2D,InnateDB-All	False	0.074																								0.445		0.451																0.386		0.392							0.395		0.401																												
CPI-SC09DB9D20A	COL1A2_integrin_a1b1_complex	simple:P08123	complex:integrin_a1b1_complex	COL1A2		True	False	False	curated	True	0.074														0.576	0.57								0.65	0.644																										2.317	2.312																														
CPI-SS046F6F0C1	EFNA1_EPHA2	simple:P20827	simple:P29317	EFNA1	EPHA2	True	False	True	curated	False	0.074													0.369	0.361								0.197	0.189																	0.466	0.459																																								
CPI-SS006EED1C5	CD36_THBS2	simple:P16671	simple:P35442	CD36	THBS2	False	True	False	curated	False	0.074																														0.227			0.95						0.448			1.171																								0.279			1.002												
CPI-SS0E41702C1	IGF1_IGF1R	simple:P05019	simple:P08069	IGF1	IGF1R	True	False	True	curated	False	0.074																																															0.47			0.329	0.379														0.282			0.141	0.191												
CPI-SS076D8415B	CCL3_IDE	simple:P10147	simple:P14735	CCL3	IDE	True	False	True	IMEx,InnateDB-All,MINT	False	0.074																																	0.153		0.159																																		0.78		0.786							0.162		0.168	
CPI-SC03F728659	COL4A2_integrin_a1b1_complex	simple:P08572	complex:integrin_a1b1_complex	COL4A2		True	False	False	curated	True	0.074																							0.317	0.311																	0.975	0.97								0.617	0.612																														
CPI-SS03133B4F2	TFRC_TNFSF13B	simple:P02786	simple:Q9Y275	TFRC	TNFSF13B	True	True	False	IMEx,IntAct	False	0.074																															0.613		0.234		0.742																																0.608		0.229		0.737										
CPI-SC0549A759B	COL6A1_integrin_a1b1_complex	simple:P12109	complex:integrin_a1b1_complex	COL6A1		True	False	False	curated	True	0.074																							0.457	0.451																	0.356	0.35								1.532	1.526																														
CPI-SC071B77A18	JAM3_integrin_aMb2_complex	simple:Q9BX67	complex:integrin_aMb2_complex	JAM3		True	False	False	curated	True	0.074																																								0.175			0.204	0.336					0.225			0.254	0.387																												
CPI-SC0C739EDCE	COL18A1_integrin_a1b1_complex	simple:P39060	complex:integrin_a1b1_complex	COL18A1		True	False	False	curated	True	0.074																																									0.629	0.623								0.826	0.821								0.416	0.411																					
CPI-SC08DBCCFF0	COL1A1_integrin_a1b1_complex	simple:P02452	complex:integrin_a1b1_complex	COL1A1		True	False	False	curated	True	0.074														0.609	0.603								0.657	0.651																										2.422	2.417																														
CPI-SS0C17BB772	FCGR2A_CXCL9	simple:P12318	simple:Q07325	FCGR2A	CXCL9	True	True	False	IMEx,IntAct	False	0.074																															0.318		0.307		0.548																																0.783		0.772		1.013										
CPI-SS06F83AE58	CD44_SELE	simple:P16070	simple:P16581	CD44	SELE	False	True	False	curated	False	0.074					0.447																											0.558																		0.409									1.039									0.74									0.711				
CPI-SC003905460	THY1_integrin_aMb2_complex	simple:P04216	complex:integrin_aMb2_complex	THY1		False	False	False	curated	True	0.074																																								0.238			0.266	0.399					0.962			0.99	1.123																												
CPI-SS079DDF890	TNFSF12_TNFRSF25	simple:O43508	simple:Q93038	TNFSF12	TNFRSF25	True	False	True	curated	False	0.074																																0.133				0.235														0.144				0.246														0.201				0.303									
CPI-SC0C93C7670	C3_integrin_aMb2_complex	simple:P01024	complex:integrin_aMb2_complex	C3		True	False	False	curated	True	0.074																																																	0.525			0.553	0.686														0.433			0.461	0.594										
CPI-SC0270AA5D9	COL9A2_integrin_a1b1_complex	simple:Q14055	complex:integrin_a1b1_complex	COL9A2		True	False	False	curated	True	0.074														0.408	0.403																	0.283	0.278																										0.351	0.345																					
CPI-SS0EF0750A7	HLA-DRB1_OGN	simple:HLADRB1	simple:P20774	HLA-DRB1	OGN	True	True	False	InnateDB-All	False	0.074						1.239																											2.111									1.16																		1.196									2.0									0.642			
CPI-SS0EAB03260	CD1D_LILRB2	simple:P15813	simple:Q8N423	CD1D	LILRB2	False	False	True	curated	False	0.074				0.197				0.457																							0.3				0.56																																0.202				0.462										
CPI-SS0F52745F3	DPP4_CXCL9	simple:P27487	simple:Q07325	DPP4	CXCL9	True	True	False	curated	False	0.074																															0.161		0.15		0.391														0.182		0.171		0.412																												
CPI-SS0DC9D2C55	NOTCH2_CNTN1	simple:Q04721	simple:Q12860	NOTCH2	CNTN1	False	True	False	curated	False	0.086						0.197									0.298									0.201									0.41																		0.399									0.246									0.31												
CPI-SC01AADFEB3	TGFB1_TGFbeta_receptor2	simple:P01137	complex:TGFbeta_receptor2	TGFB1		True	False	True	curated	False	0.086						0.228																											0.427									0.322									0.296									0.346									0.481									0.326			
CPI-SS0FBFBF63E	NR3C1_IL10	simple:P04150	simple:P22301	NR3C1	IL10	True	True	False	InnateDB-All	False	0.086								0.306																											0.5									0.329									0.335									0.393									0.341									0.475	
CPI-SS02246DA17	CXCR3_CXCL9	simple:P49682	simple:Q07325	CXCR3	CXCL9	True	True	False	curated	False	0.086								0.419																							0.323		0.312		0.553																																									0.494		0.483		0.724	
CPI-SS0A4F27388	TNFRSF1A_FASLG	simple:P19438	simple:P48023	TNFRSF1A	FASLG	True	True	False	I2D,InnateDB-All	False	0.086																		0.244									0.268									0.349									0.5									0.537																		0.503									0.265
CPI-SS0C1BD22BC	SPP1_PTGER4	simple:P10451	simple:P35408	SPP1	PTGER4	True	False	True	IMEx,MINT	False	0.086																						0.335				0.335	0.398																																								1.069		0.943		1.069	1.131									
CPI-SS027CDEA08	NOTCH2_DLL4	simple:Q04721	simple:Q9NR61	NOTCH2	DLL4	False	True	False	curated	False	0.086					0.287									0.387									0.29									0.499																		0.488									0.335									0.4													
CPI-SS020734335	NR3C1_CCL7	simple:P04150	simple:P80098	NR3C1	CCL7	True	True	False	InnateDB	False	0.086								0.355																											0.549									0.378									0.384									0.442									0.389									0.524	
CPI-CS099F73A95	DHEAsulfate_bySULT2B_PPARA	complex:DHEAsulfate_bySULT2B	simple:Q07869		PPARA	True	False	True	curated	False	0.086													0.091		0.088																0.075																											0.159		0.155							0.147		0.144												
CPI-SS0EB5AEC83	SELL_CD34	simple:P14151	simple:P28906	SELL	CD34	False	False	False	curated	False	0.086					1.169	0.428																										1.194	0.454																																			0.887									1.081	0.341			
CPI-SS02770D68F	NOTCH2_JAG2	simple:Q04721	simple:Q9Y219	NOTCH2	JAG2	False	True	False	curated	False	0.086					0.293									0.394									0.297									0.506																		0.495									0.342									0.406													
CPI-SS08877A081	LGALS9_COLEC12	simple:O00182	simple:Q5KU26	LGALS9	COLEC12	True	False	True	InnateDB-All	False	0.086						0.263																											0.532									0.375									0.256									0.341									0.704									0.283			
CPI-SS0BC7CD11B	LGALS9_MET	simple:O00182	simple:P08581	LGALS9	MET	True	False	True	InnateDB-All	False	0.086					0.218																											0.487									0.33									0.211									0.296									0.659									0.238				
CPI-SS0EFE0B07A	CXCL12_CXCR3	simple:P48061	simple:P49682	CXCL12	CXCR3	True	False	True	guidetopharmacology.org	False	0.086																																					0.483			0.617					0.788	0.795			0.928					1.099																		0.456									
CPI-SS0055264F3	EGFR_TGFB1	simple:P00533	simple:P01137	EGFR	TGFB1	True	True	False	IMEx,InnateDB-All,MINT	False	0.086																																														0.254			0.453	0.348	0.322	0.372	0.508	0.352																											
CPI-SC0E89A4EF0	APP_TREM2_receptor	simple:P05067	complex:TREM2_receptor	APP		False	False	True	curated	False	0.086								0.53									0.699									0.757									0.902									1.293									1.098																		0.646										
CPI-SS072F1842C	NR3C1_FASLG	simple:P04150	simple:P48023	NR3C1	FASLG	True	True	False	InnateDB-All	False	0.086									0.347																											0.541									0.37									0.377									0.434									0.382									0.516
CPI-SS0593F278B	AGRN_PTPRS	simple:O00468	simple:Q13332	AGRN	PTPRS	True	False	True	curated	False	0.099													0.355		0.189																									0.48		0.314							0.43		0.264																0.342		0.175												
CPI-SS0C6448B94	IL1B_ADRB2	simple:P01584	simple:P07550	IL1B	ADRB2	True	False	True	I2D	False	0.099																															0.331	0.343		0.795	0.326																																0.505	0.517		0.969	0.5										
CPI-SS0855C0353	NRP1_PGF	simple:O14786	simple:P49763	NRP1	PGF	True	True	False	curated	False	0.099																																0.207	0.223								0.516	0.531								0.254	0.269																	0.297	0.312												
CPI-SS0822AEF5F	PTPRC_MRC1	simple:P08575	simple:P22897	PTPRC	MRC1	False	False	True	curated	False	0.099				0.656				0.668																							0.793				0.805																																0.776				0.788					1.169				1.181	
CPI-SS0CBC7840D	PTPRC_CD22	simple:P08575	simple:P20273	PTPRC	CD22	False	False	True	curated	False	0.099	0.692						0.65																					0.829						0.786																														0.812						0.769			1.205						1.163		
CPI-SC0ECDD1074	COL6A3_integrin_a1b1_complex	simple:P12111	complex:integrin_a1b1_complex	COL6A3		True	False	False	curated	True	0.099														0.438	0.433								0.402	0.396																	0.401	0.395								1.494	1.488																														
CPI-SS027AFFC0E	NCR3_BAG6	simple:O14931	simple:P46379	NCR3	BAG6	False	True	False	curated	False	0.099	0.212	0.216	0.201	0.278	0.253	0.237		0.267	0.217																																																																								
CPI-SS0E2431C09	PDCD1_FAM3C	simple:Q15116	simple:Q92520	PDCD1	FAM3C	True	True	False	InnateDB-All	False	0.099																																																																									0.371	0.268	0.282	0.282	0.342	0.454		0.275	0.285
CPI-SS0FBC9234C	TNF_PTPRS	simple:P01375	simple:Q13332	TNF	PTPRS	True	False	True	InnateDB-All	False	0.099				0.425		0.258																									0.416		0.249																																		0.549		0.382							0.501		0.334			
CPI-SS03722104E	HGF_CD44	simple:P14210	simple:P16070	HGF	CD44	True	False	True	IMEx,InnateDB-All,IntAct	False	0.099																																																	0.48			0.961	0.662	0.633													0.486			0.967	0.669	0.639									
CPI-SS0CF0E4DE9	CCL2_CCR2	simple:P13500	simple:P41597	CCL2	CCR2	True	False	True	curated	False	0.099																																														0.246			0.364				0.258					0.25				0.143		0.731			0.849				0.742										
CPI-SS0D5C54214	LTA_RIPK1	simple:P01374	simple:Q13546	LTA	RIPK1	True	False	True	IMEx,InnateDB-All,MINT	False	0.099				0.122	0.124	0.125		0.123																																																																				0.148	0.149	0.151		0.149	
CPI-SS076940BCD	LGALS3_MERTK	simple:P17931	simple:Q12866	LGALS3	MERTK	True	False	True	curated	False	0.099																	0.476									0.651									0.532									0.928									0.947									1.175									1.08									0.437	
CPI-SC0ABE9B7D2	FBN1_integrin_a5b1_complex	simple:P35555	complex:integrin_a5b1_complex	FBN1		True	False	False	curated	True	0.099																																								0.245	0.54	0.318		0.322					0.747	1.043	0.821		0.825																												
CPI-SS054D158CC	NTRK1_GRN	simple:P04629	simple:P28799	NTRK1	GRN	True	True	False	InnateDB-All	False	0.099																																																							0.597	0.628	0.562	1.352	0.813	0.798	0.582	1.492																			
CPI-SC02DEB4893	IFNG_Type_II_IFNR	simple:P01579	complex:Type_II_IFNR	IFNG		True	False	True	curated	False	0.099																																																																									0.234	0.196	0.2	0.422	0.291	0.293	0.214	0.542	
CPI-SS08CA619FE	EGFR_GRN	simple:P00533	simple:P28799	EGFR	GRN	True	True	False	InnateDB-All	False	0.099																																														0.338	0.369	0.303	1.093	0.554	0.539	0.323	1.232																												
CPI-SS0889E281D	CADM1_CADM1	simple:Q9BY67	simple:Q9BY67	CADM1	CADM1	False	False	False	curated	False	0.099						0.186		0.116																																						0.186					0.284		0.213											0.116					0.213		0.142										
CPI-CS0EC7F7C75	Dihydrotestosterone_bySRD5A1_AR	complex:Dihydrotestosterone_bySRD5A1	simple:P10275		AR	True	False	True	curated	False	0.099																				0.346				0.135					0.366				0.155														0.332				0.121														0.348				0.137												
CPI-SS0669CC233	CXCL14_CXCR4	simple:O95715	simple:P61073	CXCL14	CXCR4	True	False	True	curated	False	0.099										1.159			1.035				0.842	1.221																												1.072			0.948				0.755	1.133																											
CPI-SS07D9A48A2	LTA_TNFRSF1B	simple:P01374	simple:P20333	LTA	TNFRSF1B	True	False	True	curated	False	0.099				0.309	0.31			0.412	0.362																																																																			0.335	0.336			0.437	0.388
CPI-SS04F90EE0D	SELE_GLG1	simple:P16581	simple:Q92896	SELE	GLG1	False	False	False	curated	False	0.099																																					0.272	0.211	0.221	0.376	0.355	0.519		0.319	0.323																																				
CPI-SS0B81F1BF5	TNF_SEMA4C	simple:P01375	simple:Q9C0C4	TNF	SEMA4C	True	False	True	InnateDB-All	False	0.099					0.253	0.205																										0.244	0.196																																			0.377	0.329								0.329	0.281			
CPI-CS0412B081A	DHEAsulfate_bySULT2B_PPARG	complex:DHEAsulfate_bySULT2B	simple:P37231		PPARG	True	False	True	curated	False	0.099														0.166			0.095															0.149			0.078																								0.233			0.162						0.222			0.151										
CPI-SS0B87FE6E0	NOTCH1_JAG1	simple:P46531	simple:P78504	NOTCH1	JAG1	False	True	False	curated	False	0.099																																0.227	0.22								0.425	0.419								0.258	0.252																	0.257	0.25												
CPI-SC0976EF8E9	PTGER3_ProstaglandinE2_byPTGES3	simple:P43115	complex:ProstaglandinE2_byPTGES3	PTGER3		True	True	False	curated	False	0.099																																														0.498	0.581		0.58	0.546	0.537	0.537	0.639	0.61																											
CPI-SS0C85BC9AF	PROS1_AXL	simple:P07225	simple:P30530	PROS1	AXL	True	False	True	guidetopharmacology.org	False	0.111																																								0.25		0.351		0.332					0.216		0.317		0.297					0.222		0.323		0.304																			
CPI-SC024FAED24	LAMC1_integrin_a6b1_complex	simple:P11047	complex:integrin_a6b1_complex	LAMC1		True	False	False	curated	True	0.111																							0.559														0.332	0.345			0.769			0.313		0.386	0.4			0.823			0.367																												
CPI-SC0AC1EFC2A	PTGER2_ProstaglandinE2_byPTGES3	simple:P43116	complex:ProstaglandinE2_byPTGES3	PTGER2		True	True	False	curated	False	0.111																																																																	0.497						0.555	0.526		0.55		0.549	0.515	0.506		0.609	0.58
CPI-SC0588019E6	PTGER3_ProstaglandinE2_byPTGES2	simple:P43115	complex:ProstaglandinE2_byPTGES2	PTGER3		True	True	False	curated	False	0.111																																														0.205	0.197	0.191	0.337	0.211	0.218	0.182	0.248	0.22																											
CPI-SC09B45FB39	FN1_integrin_aVb5_complex	simple:P02751	complex:integrin_aVb5_complex	FN1		True	False	False	curated	True	0.111															0.626									0.696																		0.685					1.588				1.863		1.61												0.784				1.06		0.807										
CPI-SS095DCA7F7	LILRA4_BST2	simple:P59901	simple:Q10589	LILRA4	BST2	False	True	False	curated	False	0.111																												0.802	0.881	0.831	1.125	1.226	0.871	1.115	1.148	0.901																																													
CPI-SS0C93E48D7	THBS1_CD36	simple:P07996	simple:P16671	THBS1	CD36	False	False	True	curated	False	0.111													0.309	0.529			0.36																							0.285	0.505			0.336					0.654	0.875			0.706																												
CPI-SS0E9015902	CD47_SIRPG	simple:Q08722	simple:Q9P1W8	CD47	SIRPG	False	True	False	curated	False	0.111									0.498									0.312									0.339									0.552									0.329									0.376									0.366									0.547									0.527
CPI-SS00CFAFE79	ERBB2_HBEGF	simple:P04626	simple:Q99075	ERBB2	HBEGF	True	True	True	curated	False	0.111													0.257	0.281			0.367					0.137	0.162			0.248																							0.147	0.172			0.258																												
CPI-SC044916391	COL6A3_integrin_a11b1_complex	simple:P12111	complex:integrin_a11b1_complex	COL6A3		True	False	False	curated	True	0.111						0.501									0.584									0.548									0.548									0.547									1.64									0.523									0.497									0.507			
CPI-SS05D1A6BEF	NTRK1_AIMP1	simple:P04629	simple:Q12904	NTRK1	AIMP1	True	True	False	InnateDB-All	False	0.111																																																							0.478	0.494	0.471	0.555	0.5	0.5	0.478	0.546	0.513																		
CPI-SS06D13FCD3	DSC2_DSG2	simple:Q02487	simple:Q14126	DSC2	DSG2	False	False	False	curated	False	0.111																				0.145	0.129			0.135					0.147	0.132			0.137																																0.194	0.178			0.184												
CPI-SS0579FA162	IGF2_IGF1R	simple:P01344	simple:P08069	IGF2	IGF1R	True	False	True	curated	False	0.111																				0.611			0.47	0.52														0.552			0.411	0.461					0.561			0.421	0.471																														
CPI-SS01946BE5C	C5AR1_RPS19	simple:P21730	simple:P39019	C5AR1	RPS19	False	True	False	guidetopharmacology.org	False	0.111																																																																1.942	1.927	2.029	2.166	1.86	1.761	1.74	1.885	2.151									
CPI-SC09D882C18	CDH1_integrin_aEb7_complex	simple:P12830	complex:integrin_aEb7_complex	CDH1		False	False	False	curated	True	0.111										0.209			0.206			0.217	0.21	0.289	0.144						0.152	0.145	0.224																																																						
CPI-SS07AD626C8	VDR_HBEGF	simple:P11473	simple:Q99075	VDR	HBEGF	True	True	True	InnateDB	False	0.111																															0.096	0.121			0.207														0.134	0.159			0.244														0.115	0.14			0.225										
CPI-SS0E6E8A727	NTRK1_COPA	simple:P04629	simple:P53621	NTRK1	COPA	True	True	False	InnateDB-All	False	0.111																																																							0.487	0.554	0.504	0.581	0.543	0.648	0.482	0.613	0.497																		
CPI-SS0391D4602	NTRK1_NAMPT	simple:P04629	simple:P43490	NTRK1	NAMPT	True	True	False	InnateDB-All	False	0.111																																																							0.443	0.534	0.526	0.673	0.593	0.463	0.454	0.846	0.47																		
CPI-SS088A0A760	EGFR_COPA	simple:P00533	simple:P53621	EGFR	COPA	True	True	False	InnateDB-All	False	0.111																																														0.227	0.295	0.245	0.321	0.284	0.389	0.223	0.353	0.238																											
CPI-SS0B1AB068C	NTRK1_GPI	simple:P04629	simple:P06744	NTRK1	GPI	True	True	False	InnateDB-All	False	0.111																																																							0.495	0.612	0.644	0.621	0.576	0.622	0.593	0.759	0.62																		
CPI-CS0D89E7C19	DHEAsulfate_bySULT2B_PPARD	complex:DHEAsulfate_bySULT2B	simple:Q03181		PPARD	True	False	False	curated	False	0.123														0.094	0.099		0.139																		0.123																								0.161	0.166		0.207						0.15	0.155		0.196										
CPI-SS059EEFDC6	MIF_TNFRSF10D	simple:P14174	simple:Q9UBN6	MIF	TNFRSF10D	True	False	True	I2D,IntAct	False	0.123													1.149	1.229			1.166					1.355	1.435			1.371																								1.05																	1.024	1.104			1.04										
CPI-SS0A83A7E30	TNFSF13_FAS	simple:O75888	simple:P25445	TNFSF13	FAS	True	False	True	I2D,InnateDB-All	False	0.123															0.192			0.189													0.296		0.389		0.298	0.387																															0.34		0.433		0.341	0.43									
CPI-CS048E474A5	LeukotrieneE4_byDPEP2_CYSLTR1	complex:LeukotrieneE4_byDPEP2	simple:Q9Y271		CYSLTR1	True	False	True	curated	False	0.123																												0.139			0.187	0.126		0.143	0.095																													0.178			0.226	0.165		0.182	0.134										
CPI-SC05C71E348	CD47_SIRB1_complex	simple:Q08722	complex:SIRB1_complex	CD47		False	True	True	curated	False	0.123				0.367				0.361																							0.421				0.415														0.245				0.239														0.416				0.41					0.396				0.39	
CPI-SS0B01CF3AB	CSF1R_CSF1	simple:P07333	simple:P09603	CSF1R	CSF1	True	True	False	curated	False	0.123																													0.355			0.37	0.465	0.446		0.395																													0.66			0.674	0.77	0.751		0.7									
CPI-SC0C2126F8E	JAM2_integrin_a4b1_complex	simple:P57087	complex:integrin_a4b1_complex	JAM2		False	False	False	curated	True	0.123																																					0.568			0.594			0.513	0.554	0.661	0.289			0.315			0.234	0.274	0.382																											
CPI-SS084BE3E4B	LTA_TNFRSF1A	simple:P01374	simple:P19438	LTA	TNFRSF1A	True	False	True	curated	False	0.123				0.282	0.433	0.47		0.436																																																																			0.227	0.308	0.458	0.496		0.462	0.224
CPI-SC0C81483EA	SPP1_integrin_a4b1_complex	simple:P10451	complex:integrin_a4b1_complex	SPP1		True	False	False	curated	True	0.123																			0.372			0.398			0.317	0.357	0.464																																					1.105			1.131			1.05	1.091	1.198									
CPI-SC09DC9200A	ICAM3_integrin_aLb2_complex	simple:P32942	complex:integrin_aLb2_complex	ICAM3		False	False	False	curated	True	0.136	0.424			0.456				0.463	0.603																											0.448																											0.373									0.319	0.459			0.491				0.498	0.638
CPI-SC0DEE2AF32	F11R_integrin_aLb2_complex	simple:Q9Y624	complex:integrin_aLb2_complex	F11R		False	True	False	curated	True	0.136																	0.149	0.289													0.158				0.165	0.305				0.159				0.166	0.306																						0.146				0.153	0.293									
CPI-SS044C72D0D	SEMA4A_PLXND1	simple:Q9H3S1	simple:Q9Y4D7	SEMA4A	PLXND1	False	False	True	curated	False	0.136					0.467	0.165		0.34																							0.221	0.572	0.271		0.445																																0.223	0.574	0.273		0.447										
CPI-SS048346C2B	LGALS9_MRC2	simple:O00182	simple:Q9UBG0	LGALS9	MRC2	True	False	True	InnateDB-All	False	0.136						0.511																											0.78		0.401							0.623		0.245							0.505									0.59		0.211							0.952		0.573							0.531			
CPI-SS02A0FF87F	FAM3C_CLEC2D	simple:Q92520	simple:Q9UHP7	FAM3C	CLEC2D	True	False	True	IMEx,InnateDB-All,IntAct	False	0.136									0.552									0.45									0.463									0.464									0.524	0.356					0.295		0.302	0.635																		0.457									0.466
CPI-CS0406B0B69	Cholesterol_byLIPA_RORA	complex:Cholesterol_byLIPA	simple:P35398		RORA	True	False	True	curated	False	0.136									0.261																								0.235			0.327					0.271	0.312			0.403									0.289														0.482	0.522			0.614									0.282
CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	CXCL12	CXCR4	True	False	True	curated	False	0.136																																					0.996			0.871				0.678	1.057	1.307			1.183				0.99	1.368										0.664			0.539					0.725									
CPI-SS0F8EFEECF	TNF_DAG1	simple:P01375	simple:Q14118	TNF	DAG1	True	False	True	InnateDB-All	False	0.148		0.21			0.229	0.257																							0.202			0.22	0.249																																0.335			0.353	0.382					0.286			0.305	0.334			
CPI-SS08330207B	BTLA_TNFRSF14	simple:Q7Z6A9	simple:Q92956	BTLA	TNFRSF14	False	True	True	curated	False	0.148	0.307			0.315	0.282		0.38	0.385	0.371																			0.29			0.299	0.266		0.364	0.369	0.355																																													
CPI-SS0110361CB	LTA_TNFRSF14	simple:P01374	simple:Q92956	LTA	TNFRSF14	True	False	True	curated	False	0.148	0.301			0.309	0.277		0.375	0.38	0.365																																																																0.327			0.335	0.303		0.4	0.405	0.391
CPI-SS03156A825	LTA_LTBR	simple:P01374	simple:P36941	LTA	LTBR	True	False	True	I2D	False	0.148		0.19	0.204	0.228	0.254	0.312		0.314																																																																		0.216	0.229	0.253	0.28	0.338		0.339	
CPI-SS02AB0C3E0	SPP1_CD44	simple:P10451	simple:P16070	SPP1	CD44	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	0.148																						0.59			1.071	0.773	0.743																																					1.213	1.116	1.154	1.324		1.175	1.805	1.506	1.477									
CPI-SS0E00478B4	NRP2_VEGFA	simple:O60462	simple:P15692	NRP2	VEGFA	True	True	False	curated	False	0.148																																						0.27	0.299			0.271		0.32			0.313	0.342			0.314		0.363												0.274	0.303			0.275		0.324										
CPI-SS0AB21032D	PLXNB2_SEMA4C	simple:O15031	simple:Q9C0C4	PLXNB2	SEMA4C	False	True	True	curated	False	0.148														0.185	0.137								0.183	0.136								0.317	0.27								0.233	0.185								0.295	0.247																	0.328	0.281												
CPI-SC0FE04B899	PTGER2_ProstaglandinE2_byPTGES2	simple:P43116	complex:ProstaglandinE2_byPTGES2	PTGER2		True	True	False	curated	False	0.148																																																																			0.252				0.164	0.136	0.174	0.166	0.16	0.306	0.181	0.187	0.152	0.217	0.19
CPI-SS02B567BC7	PLXNC1_SEMA7A	simple:O60486	simple:O75326	PLXNC1	SEMA7A	False	True	False	curated	False	0.148																												0.197			0.184			0.191												0.191			0.178			0.185			0.132			0.119			0.125			0.246			0.232			0.239											
