id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	B_cell|B_cell	B_cell|CancerHR-proficient	B_cell|CancerHRD	B_cell|DC	B_cell|EC	B_cell|Fibroblast	B_cell|Mast	B_cell|Myeloid	B_cell|T_cell	CancerHR-proficient|B_cell	CancerHR-proficient|CancerHR-proficient	CancerHR-proficient|CancerHRD	CancerHR-proficient|DC	CancerHR-proficient|EC	CancerHR-proficient|Fibroblast	CancerHR-proficient|Mast	CancerHR-proficient|Myeloid	CancerHR-proficient|T_cell	CancerHRD|B_cell	CancerHRD|CancerHR-proficient	CancerHRD|CancerHRD	CancerHRD|DC	CancerHRD|EC	CancerHRD|Fibroblast	CancerHRD|Mast	CancerHRD|Myeloid	CancerHRD|T_cell	DC|B_cell	DC|CancerHR-proficient	DC|CancerHRD	DC|DC	DC|EC	DC|Fibroblast	DC|Mast	DC|Myeloid	DC|T_cell	EC|B_cell	EC|CancerHR-proficient	EC|CancerHRD	EC|DC	EC|EC	EC|Fibroblast	EC|Mast	EC|Myeloid	EC|T_cell	Fibroblast|B_cell	Fibroblast|CancerHR-proficient	Fibroblast|CancerHRD	Fibroblast|DC	Fibroblast|EC	Fibroblast|Fibroblast	Fibroblast|Mast	Fibroblast|Myeloid	Fibroblast|T_cell	Mast|B_cell	Mast|CancerHR-proficient	Mast|CancerHRD	Mast|DC	Mast|EC	Mast|Fibroblast	Mast|Mast	Mast|Myeloid	Mast|T_cell	Myeloid|B_cell	Myeloid|CancerHR-proficient	Myeloid|CancerHRD	Myeloid|DC	Myeloid|EC	Myeloid|Fibroblast	Myeloid|Mast	Myeloid|Myeloid	Myeloid|T_cell	T_cell|B_cell	T_cell|CancerHR-proficient	T_cell|CancerHRD	T_cell|DC	T_cell|EC	T_cell|Fibroblast	T_cell|Mast	T_cell|Myeloid	T_cell|T_cell
CPI-CS026456D1C	FZD5_LRP5_WNT5B	complex:FZD5_LRP5	simple:Q9H1J7		WNT5B	True	False	False	curated	False	0.005	0.003	0.003	0.012	0.001	0.037	0.002	0.009	0.001	0.007	0.006	0.006	0.014	0.004	0.04	0.005	0.012	0.004	0.006	0.005	0.004	0.013	0.002	0.038	0.004	0.01	0.003	0.009	0.008	0.008	0.016	0.006	0.042	0.007	0.014	0.006	0.011	0.01	0.01	0.019	0.008	0.044	0.009	0.016	0.008	0.007	0.005	0.005	0.014	0.003	0.039	0.004	0.011	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.006	0.006	0.014	0.003	0.039	0.005	0.011	0.004	0.005	0.003	0.003	0.012	0.001	0.037	0.002	0.009	0.001
CPI-CS016BAF864	FZD5_LRP6_WNT5B	complex:FZD5_LRP6	simple:Q9H1J7		WNT5B	True	False	False	curated	False	0.005	0.003	0.003	0.012	0.001	0.037	0.002	0.009	0.001	0.007	0.006	0.006	0.014	0.004	0.04	0.005	0.012	0.004	0.006	0.005	0.004	0.013	0.002	0.038	0.004	0.01	0.003	0.005	0.004	0.004	0.012	0.001	0.037	0.003	0.009	0.002	0.011	0.01	0.01	0.019	0.008	0.044	0.009	0.016	0.008	0.007	0.005	0.005	0.014	0.003	0.039	0.004	0.011	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.004	0.004	0.012	0.002	0.038	0.003	0.01	0.002	0.005	0.003	0.003	0.012	0.001	0.037	0.002	0.009	0.001
CPI-CS0890B81F6	FZD6_LRP5_WNT5B	complex:FZD6_LRP5	simple:Q9H1J7		WNT5B	True	False	False	curated	False	0.008	0.007	0.006	0.015	0.004	0.04	0.006	0.012	0.004	0.022	0.021	0.02	0.029	0.018	0.054	0.02	0.026	0.018	0.051	0.05	0.049	0.058	0.047	0.083	0.049	0.055	0.047	0.006	0.005	0.005	0.013	0.003	0.039	0.004	0.011	0.003	0.106	0.105	0.104	0.113	0.102	0.138	0.104	0.11	0.102	0.044	0.042	0.042	0.051	0.04	0.076	0.041	0.048	0.04	0.005	0.004	0.004	0.012	0.001	0.038	0.003	0.01	0.002	0.007	0.006	0.006	0.014	0.003	0.039	0.005	0.011	0.004	0.006	0.005	0.005	0.013	0.003	0.039	0.004	0.011	0.003
CPI-CS0382E5A36	FZD6_LRP6_WNT5B	complex:FZD6_LRP6	simple:Q9H1J7		WNT5B	True	False	False	curated	False	0.008	0.007	0.006	0.015	0.004	0.04	0.006	0.012	0.004	0.022	0.021	0.02	0.029	0.018	0.054	0.02	0.026	0.018	0.045	0.044	0.044	0.052	0.042	0.078	0.043	0.05	0.042	0.005	0.004	0.004	0.012	0.001	0.037	0.003	0.009	0.002	0.114	0.113	0.112	0.121	0.11	0.146	0.112	0.118	0.111	0.044	0.042	0.042	0.051	0.04	0.076	0.041	0.048	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.004	0.004	0.012	0.002	0.038	0.003	0.01	0.002	0.006	0.004	0.004	0.013	0.002	0.038	0.003	0.01	0.002
CPI-CS04EF7616F	FZD7_LRP5_WNT5B	complex:FZD7_LRP5	simple:Q9H1J7		WNT5B	True	False	False	curated	False	0.005	0.004	0.003	0.012	0.001	0.037	0.003	0.009	0.001	0.012	0.011	0.011	0.019	0.008	0.044	0.01	0.016	0.009	0.025	0.024	0.024	0.032	0.022	0.058	0.023	0.03	0.022	0.007	0.006	0.006	0.014	0.004	0.04	0.005	0.012	0.004	0.005	0.004	0.004	0.012	0.001	0.037	0.003	0.009	0.002	0.07	0.069	0.069	0.077	0.067	0.103	0.068	0.075	0.067	0.005	0.004	0.004	0.012	0.002	0.038	0.003	0.01	0.002	0.006	0.005	0.005	0.013	0.002	0.039	0.004	0.011	0.003	0.005	0.003	0.003	0.012	0.001	0.037	0.002	0.009	0.001
CPI-CS0613E3AB7	FZD7_LRP6_WNT5B	complex:FZD7_LRP6	simple:Q9H1J7		WNT5B	True	False	False	curated	False	0.005	0.004	0.003	0.012	0.001	0.037	0.003	0.009	0.001	0.012	0.011	0.011	0.019	0.008	0.044	0.01	0.016	0.009	0.025	0.024	0.024	0.032	0.022	0.058	0.023	0.03	0.022	0.005	0.004	0.004	0.012	0.001	0.037	0.003	0.009	0.002	0.005	0.004	0.004	0.012	0.001	0.037	0.003	0.009	0.002	0.085	0.084	0.084	0.092	0.082	0.118	0.083	0.09	0.082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.004	0.004	0.012	0.002	0.038	0.003	0.01	0.002	0.005	0.003	0.003	0.012	0.001	0.037	0.002	0.009	0.001
CPI-CS0DB2153A6	FZD8_LRP5_WNT5B	complex:FZD8_LRP5	simple:Q9H1J7		WNT5B	True	False	False	curated	False	0.005	0.003	0.003	0.012	0.001	0.037	0.002	0.009	0.001	0.026	0.025	0.025	0.034	0.023	0.059	0.024	0.031	0.023	0.022	0.021	0.021	0.029	0.018	0.054	0.02	0.027	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.019	0.019	0.027	0.017	0.053	0.018	0.025	0.017	0.02	0.019	0.019	0.027	0.017	0.053	0.018	0.025	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.005	0.004	0.013	0.002	0.038	0.004	0.01	0.002	0.005	0.003	0.003	0.012	0.001	0.037	0.002	0.009	0.001
CPI-CS0AE8152FD	FZD8_LRP6_WNT5B	complex:FZD8_LRP6	simple:Q9H1J7		WNT5B	True	False	False	curated	False	0.005	0.003	0.003	0.012	0.001	0.037	0.002	0.009	0.001	0.026	0.025	0.025	0.034	0.023	0.059	0.024	0.031	0.023	0.022	0.021	0.021	0.029	0.018	0.054	0.02	0.027	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.019	0.019	0.027	0.017	0.053	0.018	0.025	0.017	0.02	0.019	0.019	0.027	0.017	0.053	0.018	0.025	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.004	0.004	0.012	0.002	0.038	0.003	0.01	0.002	0.005	0.003	0.003	0.012	0.001	0.037	0.002	0.009	0.001
CPI-CS0782E09E8	FZD9_LRP5_WNT5B	complex:FZD9_LRP5	simple:Q9H1J7		WNT5B	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.003	0.003	0.011	0.001	0.037	0.002	0.009	0.001	0.01	0.009	0.009	0.017	0.006	0.043	0.008	0.015	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.003	0.003	0.011	0.001	0.037	0.002	0.009	0.001	0.005	0.003	0.003	0.012	0.001	0.037	0.002	0.009	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.003	0.003	0.012	0.001	0.037	0.002	0.009	0.001	0.004	0.003	0.002	0.011	0.0	0.036	0.002	0.008	0.001
CPI-CS0F6EF74BE	FZD9_LRP6_WNT5B	complex:FZD9_LRP6	simple:Q9H1J7		WNT5B	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.003	0.003	0.011	0.001	0.037	0.002	0.009	0.001	0.01	0.009	0.009	0.017	0.006	0.043	0.008	0.015	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.003	0.003	0.011	0.001	0.037	0.002	0.009	0.001	0.005	0.003	0.003	0.012	0.001	0.037	0.002	0.009	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.003	0.003	0.012	0.001	0.037	0.002	0.009	0.001	0.004	0.003	0.002	0.011	0.0	0.036	0.002	0.008	0.001
CPI-SS0BBB4E185	SFRP5_WNT5B	simple:Q5T4F7	simple:Q9H1J7	SFRP5	WNT5B	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.003	0.002	0.011	0.0	0.036	0.002	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.003	0.003	0.011	0.001	0.037	0.002	0.009	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.003	0.003	0.011	0.0	0.036	0.002	0.008	0.001
CPI-SS08696CC33	SFRP4_WNT5B	simple:Q6FHJ7	simple:Q9H1J7	SFRP4	WNT5B	True	False	False	curated	False	0.008	0.007	0.007	0.015	0.005	0.041	0.006	0.013	0.005	0.022	0.02	0.02	0.029	0.018	0.054	0.019	0.026	0.018	0.023	0.021	0.021	0.03	0.019	0.055	0.02	0.027	0.019	0.006	0.004	0.004	0.013	0.002	0.038	0.003	0.01	0.002	0.011	0.01	0.01	0.018	0.007	0.043	0.009	0.015	0.008	0.366	0.364	0.364	0.373	0.362	0.398	0.363	0.37	0.362	0.013	0.012	0.012	0.021	0.01	0.046	0.011	0.018	0.01	0.007	0.006	0.006	0.015	0.004	0.04	0.005	0.012	0.004	0.009	0.007	0.007	0.016	0.005	0.041	0.006	0.013	0.005
CPI-SS02E513EE6	SFRP1_WNT5B	simple:Q8N474	simple:Q9H1J7	SFRP1	WNT5B	True	False	False	curated	False	0.012	0.01	0.01	0.019	0.008	0.044	0.009	0.016	0.008	0.055	0.054	0.053	0.062	0.051	0.087	0.053	0.059	0.051	0.114	0.113	0.113	0.121	0.11	0.146	0.112	0.119	0.111	0.012	0.011	0.01	0.019	0.008	0.044	0.01	0.016	0.008	0.026	0.025	0.024	0.033	0.022	0.058	0.024	0.03	0.022	0.094	0.093	0.093	0.101	0.091	0.127	0.092	0.099	0.091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.009	0.009	0.018	0.007	0.043	0.008	0.015	0.007	0.01	0.008	0.008	0.017	0.006	0.042	0.007	0.014	0.006
CPI-SS004A55455	FRZB_WNT5B	simple:Q92765	simple:Q9H1J7	FRZB	WNT5B	True	False	False	curated	False	0.008	0.007	0.006	0.015	0.004	0.04	0.006	0.012	0.005	0.021	0.019	0.019	0.028	0.017	0.053	0.018	0.025	0.017	0.031	0.029	0.029	0.038	0.027	0.063	0.028	0.035	0.027	0.005	0.003	0.003	0.012	0.001	0.037	0.003	0.009	0.001	0.014	0.013	0.013	0.021	0.011	0.047	0.012	0.019	0.011	0.273	0.272	0.271	0.28	0.269	0.305	0.271	0.277	0.269	0.009	0.007	0.007	0.016	0.005	0.041	0.006	0.013	0.005	0.005	0.004	0.004	0.012	0.002	0.038	0.003	0.01	0.002	0.005	0.004	0.004	0.012	0.002	0.038	0.003	0.01	0.002
CPI-SS098223056	SFRP2_WNT5B	simple:Q96HF1	simple:Q9H1J7	SFRP2	WNT5B	True	False	False	curated	False	0.036	0.035	0.035	0.043	0.032	0.069	0.034	0.041	0.033	0.122	0.121	0.121	0.129	0.119	0.155	0.12	0.127	0.119	0.125	0.124	0.123	0.132	0.121	0.157	0.123	0.129	0.121	0.04	0.038	0.038	0.047	0.036	0.072	0.037	0.044	0.036	0.054	0.053	0.053	0.061	0.05	0.086	0.052	0.059	0.051	1.275	1.274	1.273	1.282	1.271	1.307	1.273	1.279	1.272	0.028	0.027	0.027	0.035	0.024	0.06	0.026	0.032	0.025	0.029	0.027	0.027	0.036	0.025	0.061	0.026	0.033	0.025	0.039	0.038	0.037	0.046	0.035	0.071	0.037	0.043	0.036
CPI-CS078A03C00	FZD10_LRP5_WNT1	complex:FZD10_LRP5	simple:P04628		WNT1	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.009	0.001	0.0	0.0	0.0	0.001	0.001	0.001	0.001	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.001	0.001	0.0	0.002	0.001	0.002	0.001	0.01	0.008	0.007	0.007	0.0	0.008	0.007	0.008	0.008	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0E7296DCC	FZD10_LRP6_WNT1	complex:FZD10_LRP6	simple:P04628		WNT1	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.009	0.001	0.0	0.0	0.0	0.001	0.001	0.001	0.001	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.001	0.001	0.0	0.002	0.001	0.002	0.001	0.01	0.008	0.007	0.007	0.0	0.008	0.007	0.008	0.008	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0013B4F9C	FZD1_LRP5_WNT1	complex:FZD1_LRP5	simple:P04628		WNT1	True	False	False	curated	False	0.002	0.002	0.002	0.0	0.002	0.002	0.002	0.002	0.01	0.023	0.022	0.022	0.0	0.022	0.022	0.023	0.022	0.03	0.017	0.017	0.017	0.0	0.017	0.017	0.017	0.017	0.025	0.017	0.016	0.016	0.0	0.017	0.016	0.017	0.016	0.025	0.015	0.014	0.014	0.0	0.015	0.014	0.015	0.014	0.023	0.067	0.066	0.066	0.0	0.067	0.067	0.067	0.067	0.075	0.009	0.008	0.008	0.0	0.008	0.008	0.009	0.008	0.016	0.004	0.003	0.003	0.0	0.004	0.003	0.004	0.003	0.012	0.003	0.002	0.002	0.0	0.002	0.002	0.003	0.002	0.01
CPI-CS0D8D740D0	FZD1_LRP6_WNT1	complex:FZD1_LRP6	simple:P04628		WNT1	True	False	False	curated	False	0.002	0.002	0.002	0.0	0.002	0.002	0.002	0.002	0.01	0.023	0.022	0.022	0.0	0.022	0.022	0.023	0.022	0.03	0.017	0.017	0.017	0.0	0.017	0.017	0.017	0.017	0.025	0.002	0.001	0.001	0.0	0.002	0.001	0.002	0.001	0.01	0.015	0.014	0.014	0.0	0.015	0.014	0.015	0.014	0.023	0.082	0.081	0.081	0.0	0.082	0.082	0.082	0.082	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.002	0.0	0.002	0.002	0.002	0.002	0.01	0.003	0.002	0.002	0.0	0.002	0.002	0.003	0.002	0.01
CPI-CS016FA0A89	FZD2_LRP5_WNT1	complex:FZD2_LRP5	simple:P04628		WNT1	True	False	False	curated	False	0.002	0.001	0.001	0.0	0.002	0.001	0.002	0.001	0.01	0.003	0.003	0.003	0.0	0.003	0.003	0.003	0.003	0.011	0.005	0.004	0.004	0.0	0.005	0.004	0.005	0.004	0.013	0.022	0.021	0.021	0.0	0.022	0.021	0.022	0.021	0.03	0.001	0.0	0.0	0.0	0.001	0.001	0.001	0.001	0.009	0.04	0.039	0.039	0.0	0.04	0.039	0.04	0.039	0.048	0.006	0.005	0.005	0.0	0.005	0.005	0.006	0.005	0.013	0.004	0.003	0.003	0.0	0.004	0.003	0.004	0.003	0.012	0.001	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.009
CPI-CS024B9BE75	FZD2_LRP6_WNT1	complex:FZD2_LRP6	simple:P04628		WNT1	True	False	False	curated	False	0.002	0.001	0.001	0.0	0.002	0.001	0.002	0.001	0.01	0.003	0.003	0.003	0.0	0.003	0.003	0.003	0.003	0.011	0.005	0.004	0.004	0.0	0.005	0.004	0.005	0.004	0.013	0.002	0.001	0.001	0.0	0.002	0.001	0.002	0.001	0.01	0.001	0.0	0.0	0.0	0.001	0.001	0.001	0.001	0.009	0.04	0.039	0.039	0.0	0.04	0.039	0.04	0.039	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.002	0.0	0.002	0.002	0.002	0.002	0.01	0.001	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.009
CPI-CS0F22D52C8	FZD3_LRP5_WNT1	complex:FZD3_LRP5	simple:P04628		WNT1	True	False	False	curated	False	0.005	0.004	0.004	0.0	0.005	0.004	0.005	0.004	0.013	0.028	0.027	0.027	0.0	0.027	0.027	0.028	0.027	0.035	0.01	0.009	0.009	0.0	0.009	0.009	0.01	0.009	0.017	0.022	0.021	0.021	0.0	0.022	0.021	0.022	0.021	0.03	0.003	0.002	0.002	0.0	0.003	0.003	0.003	0.003	0.011	0.031	0.03	0.03	0.0	0.03	0.03	0.031	0.03	0.038	0.009	0.008	0.008	0.0	0.008	0.008	0.009	0.008	0.016	0.002	0.001	0.001	0.0	0.002	0.001	0.002	0.001	0.009	0.003	0.003	0.003	0.0	0.003	0.003	0.003	0.003	0.011
CPI-CS0BDA45927	FZD3_LRP6_WNT1	complex:FZD3_LRP6	simple:P04628		WNT1	True	False	False	curated	False	0.005	0.004	0.004	0.0	0.005	0.004	0.005	0.004	0.013	0.028	0.027	0.027	0.0	0.027	0.027	0.028	0.027	0.035	0.01	0.009	0.009	0.0	0.009	0.009	0.01	0.009	0.017	0.002	0.001	0.001	0.0	0.002	0.001	0.002	0.001	0.01	0.003	0.002	0.002	0.0	0.003	0.003	0.003	0.003	0.011	0.031	0.03	0.03	0.0	0.03	0.03	0.031	0.03	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.001	0.001	0.0	0.002	0.001	0.002	0.001	0.009	0.003	0.002	0.002	0.0	0.002	0.002	0.003	0.002	0.01
CPI-CS07DBC7D4F	FZD4_LRP5_WNT1	complex:FZD4_LRP5	simple:P04628		WNT1	True	False	False	curated	False	0.003	0.002	0.002	0.0	0.002	0.002	0.003	0.002	0.01	0.016	0.016	0.016	0.0	0.016	0.016	0.016	0.016	0.024	0.01	0.009	0.009	0.0	0.01	0.009	0.01	0.009	0.018	0.003	0.003	0.002	0.0	0.003	0.003	0.003	0.003	0.011	0.103	0.102	0.102	0.0	0.103	0.102	0.103	0.102	0.111	0.067	0.066	0.066	0.0	0.067	0.067	0.067	0.067	0.075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.003	0.003	0.0	0.003	0.003	0.004	0.003	0.011	0.002	0.001	0.001	0.0	0.002	0.001	0.002	0.001	0.01
CPI-CS0A56528EB	FZD4_LRP6_WNT1	complex:FZD4_LRP6	simple:P04628		WNT1	True	False	False	curated	False	0.003	0.002	0.002	0.0	0.002	0.002	0.003	0.002	0.01	0.016	0.016	0.016	0.0	0.016	0.016	0.016	0.016	0.024	0.01	0.009	0.009	0.0	0.01	0.009	0.01	0.009	0.018	0.002	0.001	0.001	0.0	0.002	0.001	0.002	0.001	0.01	0.111	0.11	0.11	0.0	0.111	0.11	0.111	0.11	0.119	0.082	0.081	0.081	0.0	0.082	0.082	0.082	0.082	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.002	0.0	0.002	0.002	0.002	0.002	0.01	0.002	0.001	0.001	0.0	0.002	0.001	0.002	0.001	0.01
CPI-CS0B2E8C8EF	FZD5_LRP5_WNT1	complex:FZD5_LRP5	simple:P04628		WNT1	True	False	False	curated	False	0.002	0.001	0.001	0.0	0.001	0.001	0.002	0.001	0.009	0.004	0.004	0.003	0.0	0.004	0.004	0.004	0.004	0.012	0.003	0.002	0.002	0.0	0.003	0.002	0.003	0.002	0.011	0.006	0.006	0.006	0.0	0.006	0.006	0.006	0.006	0.014	0.009	0.008	0.008	0.0	0.008	0.008	0.009	0.008	0.016	0.004	0.003	0.003	0.0	0.003	0.003	0.004	0.003	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.003	0.003	0.0	0.004	0.003	0.004	0.003	0.012	0.002	0.001	0.001	0.0	0.001	0.001	0.002	0.001	0.009
CPI-CS07277CD50	FZD5_LRP6_WNT1	complex:FZD5_LRP6	simple:P04628		WNT1	True	False	False	curated	False	0.002	0.001	0.001	0.0	0.001	0.001	0.002	0.001	0.009	0.004	0.004	0.003	0.0	0.004	0.004	0.004	0.004	0.012	0.003	0.002	0.002	0.0	0.003	0.002	0.003	0.002	0.011	0.002	0.001	0.001	0.0	0.002	0.001	0.002	0.001	0.01	0.009	0.008	0.008	0.0	0.008	0.008	0.009	0.008	0.016	0.004	0.003	0.003	0.0	0.003	0.003	0.004	0.003	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.002	0.0	0.002	0.002	0.002	0.002	0.01	0.002	0.001	0.001	0.0	0.001	0.001	0.002	0.001	0.009
CPI-CS0657A12E9	FZD6_LRP5_WNT1	complex:FZD6_LRP5	simple:P04628		WNT1	True	False	False	curated	False	0.005	0.004	0.004	0.0	0.005	0.004	0.005	0.004	0.013	0.019	0.018	0.018	0.0	0.019	0.018	0.019	0.018	0.027	0.048	0.047	0.047	0.0	0.048	0.047	0.048	0.047	0.056	0.003	0.002	0.002	0.0	0.003	0.003	0.003	0.003	0.011	0.103	0.102	0.102	0.0	0.103	0.102	0.103	0.102	0.111	0.041	0.04	0.04	0.0	0.04	0.04	0.041	0.04	0.048	0.002	0.001	0.001	0.0	0.002	0.001	0.002	0.001	0.01	0.004	0.003	0.003	0.0	0.004	0.003	0.004	0.003	0.012	0.003	0.003	0.003	0.0	0.003	0.003	0.003	0.003	0.011
CPI-CS0C9174A37	FZD6_LRP6_WNT1	complex:FZD6_LRP6	simple:P04628		WNT1	True	False	False	curated	False	0.005	0.004	0.004	0.0	0.005	0.004	0.005	0.004	0.013	0.019	0.018	0.018	0.0	0.019	0.018	0.019	0.018	0.027	0.043	0.042	0.042	0.0	0.042	0.042	0.043	0.042	0.05	0.002	0.001	0.001	0.0	0.002	0.001	0.002	0.001	0.01	0.111	0.11	0.11	0.0	0.111	0.11	0.111	0.11	0.119	0.041	0.04	0.04	0.0	0.04	0.04	0.041	0.04	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.002	0.0	0.002	0.002	0.002	0.002	0.01	0.003	0.002	0.002	0.0	0.002	0.002	0.003	0.002	0.01
CPI-CS073E6987B	FZD7_LRP5_WNT1	complex:FZD7_LRP5	simple:P04628		WNT1	True	False	False	curated	False	0.002	0.001	0.001	0.0	0.002	0.001	0.002	0.001	0.01	0.009	0.008	0.008	0.0	0.009	0.008	0.009	0.008	0.017	0.022	0.021	0.021	0.0	0.022	0.022	0.022	0.022	0.03	0.004	0.003	0.003	0.0	0.004	0.003	0.004	0.003	0.012	0.002	0.001	0.001	0.0	0.002	0.001	0.002	0.001	0.01	0.067	0.066	0.066	0.0	0.067	0.067	0.067	0.067	0.075	0.002	0.002	0.002	0.0	0.002	0.002	0.002	0.002	0.01	0.003	0.002	0.002	0.0	0.003	0.002	0.003	0.002	0.011	0.002	0.001	0.001	0.0	0.001	0.001	0.002	0.001	0.009
CPI-CS00C4AD735	FZD7_LRP6_WNT1	complex:FZD7_LRP6	simple:P04628		WNT1	True	False	False	curated	False	0.002	0.001	0.001	0.0	0.002	0.001	0.002	0.001	0.01	0.009	0.008	0.008	0.0	0.009	0.008	0.009	0.008	0.017	0.022	0.021	0.021	0.0	0.022	0.022	0.022	0.022	0.03	0.002	0.001	0.001	0.0	0.002	0.001	0.002	0.001	0.01	0.002	0.001	0.001	0.0	0.002	0.001	0.002	0.001	0.01	0.082	0.081	0.081	0.0	0.082	0.082	0.082	0.082	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.002	0.0	0.002	0.002	0.002	0.002	0.01	0.002	0.001	0.001	0.0	0.001	0.001	0.002	0.001	0.009
CPI-CS0621C1CFD	FZD8_LRP5_WNT1	complex:FZD8_LRP5	simple:P04628		WNT1	True	False	False	curated	False	0.002	0.001	0.001	0.0	0.001	0.001	0.002	0.001	0.009	0.024	0.023	0.023	0.0	0.023	0.023	0.024	0.023	0.031	0.019	0.018	0.018	0.0	0.019	0.018	0.019	0.018	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.016	0.016	0.0	0.017	0.017	0.017	0.017	0.025	0.017	0.017	0.016	0.0	0.017	0.017	0.017	0.017	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.002	0.002	0.0	0.003	0.002	0.003	0.002	0.011	0.002	0.001	0.001	0.0	0.001	0.001	0.002	0.001	0.009
CPI-CS0A0235348	FZD8_LRP6_WNT1	complex:FZD8_LRP6	simple:P04628		WNT1	True	False	False	curated	False	0.002	0.001	0.001	0.0	0.001	0.001	0.002	0.001	0.009	0.024	0.023	0.023	0.0	0.023	0.023	0.024	0.023	0.031	0.019	0.018	0.018	0.0	0.019	0.018	0.019	0.018	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.016	0.016	0.0	0.017	0.017	0.017	0.017	0.025	0.017	0.017	0.016	0.0	0.017	0.017	0.017	0.017	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.002	0.0	0.002	0.002	0.002	0.002	0.01	0.002	0.001	0.001	0.0	0.001	0.001	0.002	0.001	0.009
