gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B_cell	Cancer_cellHR-proficient	Cancer_cellHRD	Endothelial_cell	Fibroblast	Mast_cell	Myeloid_cell	T_cell	pDC
CCL4	P13236	False	CCL4_HUMAN		CPI-SS008F83E02	0.088	0.037	0.068	0.042	0.024	0.101	0.896	1.089	0.099
CCL16	O15467	False	CCL16_HUMAN		CPI-SS0348B76E5	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0
CCL3	P10147	False	CCL3_HUMAN		CPI-SS08DA48A5A	0.027	0.012	0.017	0.014	0.008	0.024	1.025	0.251	0.021
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0A021DB6E	0.211	0.091	0.149	0.088	0.091	0.053	0.285	2.102	0.02
CCL3L1	CCL3L1	False	CCL3L1		CPI-SS0E1735D13	0.006	0.004	0.004	0.005	0.003	0.006	0.476	0.112	0.004
CCL3L1	P16619	False	CL3L1_HUMAN		CPI-SS0817CE2B3	0.006	0.004	0.004	0.005	0.003	0.006	0.476	0.112	0.004
CCL16	O15467	False	CCL16_HUMAN		CPI-SS04587A7C5	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0
CCL16	O15467	False	CCL16_HUMAN		CPI-SS093922D5A	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0
CCL24	O00175	False	CCL24_HUMAN		CPI-SS0B7BC0E4D	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0
CCL2	P13500	False	CCL2_HUMAN		CPI-SS0CF0E4DE9	0.011	0.035	0.064	0.146	0.334	0.153	0.76	0.01	0.01
SPP1	P10451	False	OSTP_HUMAN		CPI-SC03E67206C	0.026	0.093	0.163	0.146	0.032	0.021	1.287	0.033	0.011
FN1	P02751	False	FINC_HUMAN		CPI-SC06D7BD0F6	0.127	0.465	0.904	0.897	3.048	0.164	0.823	0.121	0.125
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC07763D025	0.022	0.085	0.142	0.592	0.6	0.01	0.024	0.008	0.036
VTN	P04004	False	VTNC_HUMAN		CPI-SC045FE8A01	0.0	0.001	0.001	0.0	0.002	0.0	0.003	0.0	0.0
THBS1	P07996	False	TSP1_HUMAN		CPI-SC02EA03F82	0.014	0.321	0.167	0.253	0.856	0.035	0.051	0.021	0.007
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SC0FCA446B5	0.004	0.004	0.005	0.006	0.001	0.007	0.003	0.015	0.0
FCER2	P06734	False	FCER2_HUMAN		CPI-SC0A5BCC92E	0.319	0.003	0.007	0.001	0.001	0.0	0.006	0.0	0.0
FGF2	P09038	False	FGF2_HUMAN		CPI-SC0F72E9E4E	0.001	0.004	0.022	0.053	0.02	0.0	0.002	0.0	0.003
FGF1	P05230	False	FGF1_HUMAN		CPI-SC0FB36427B	0.001	0.009	0.015	0.004	0.115	0.0	0.001	0.001	0.0
THY1	P04216	False	THY1_HUMAN		CPI-SC0F0AC498A	0.018	0.065	0.085	0.34	1.571	0.031	0.032	0.021	0.014
VWF	P04275	False	VWF_HUMAN		CPI-SC060FE7871	0.011	0.018	0.013	2.001	0.011	0.021	0.018	0.009	0.0
IGF1	P05019	False	IGF1_HUMAN		CPI-SC0D3D23FAA	0.04	0.011	0.01	0.017	0.51	0.001	0.118	0.005	0.003
MMP2	P08253	False	MMP2_HUMAN		CPI-SC0A6D5D2B1	0.02	0.073	0.143	0.738	1.778	0.037	0.114	0.019	0.011
TNC	P24821	False	TENA_HUMAN		CPI-SC021D4420C	0.01	0.131	0.119	0.027	0.239	0.024	0.02	0.007	0.007
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SC0C4FD0754	0.021	0.063	0.103	0.096	0.413	0.383	0.944	0.026	0.283
OMD	Q99983	False	OMD_HUMAN		CPI-SC042AD06C6	0.001	0.011	0.012	0.002	0.251	0.0	0.005	0.003	0.0
SPP1	P10451	False	OSTP_HUMAN		CPI-SC0C81483EA	0.026	0.093	0.163	0.146	0.032	0.021	1.287	0.033	0.011
FN1	P02751	False	FINC_HUMAN		CPI-SC0F96CE387	0.127	0.465	0.904	0.897	3.048	0.164	0.823	0.121	0.125
TNC	P24821	False	TENA_HUMAN		CPI-SC00B50273B	0.01	0.131	0.119	0.027	0.239	0.024	0.02	0.007	0.007
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SC0E029AB31	0.021	0.063	0.103	0.096	0.413	0.383	0.944	0.026	0.283
PLA2G2A	P14555	False	PA2GA_HUMAN		CPI-SC09A33C92E	0.002	0.029	0.097	0.003	0.069	0.004	0.004	0.002	0.0
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC0B2557C9D	0.005	0.007	0.02	0.121	0.327	0.014	0.047	0.047	0.009
JAM2	P57087	False	JAM2_HUMAN		CPI-SC0C2126F8E	0.006	0.008	0.009	0.698	0.14	0.003	0.01	0.003	0.004
SPP1	P10451	False	OSTP_HUMAN		CPI-SS02AB0C3E0	0.026	0.093	0.163	0.146	0.032	0.021	1.287	0.033	0.011
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0703338F5	0.157	0.055	0.072	0.373	0.122	0.231	0.705	0.17	0.467
FGF2	P09038	False	FGF2_HUMAN		CPI-SS03DA2A820	0.001	0.004	0.022	0.053	0.02	0.0	0.002	0.0	0.003
TYROBP	O43914	False	TYOBP_HUMAN		CPI-SS014C07723	0.058	0.068	0.085	0.058	0.044	1.911	3.039	0.183	2.593
HGF	P14210	False	HGF_HUMAN		CPI-SS03722104E	0.002	0.002	0.001	0.009	0.087	0.053	0.072	0.0	0.004
SPP1	P10451	False	OSTP_HUMAN		CPI-SS0C1BD22BC	0.026	0.093	0.163	0.146	0.032	0.021	1.287	0.033	0.011
SPP1	P10451	False	OSTP_HUMAN		CPI-SC069FF84F5	0.026	0.093	0.163	0.146	0.032	0.021	1.287	0.033	0.011
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SC0EB9B5460	0.004	0.004	0.005	0.006	0.001	0.007	0.003	0.015	0.0
TNC	P24821	False	TENA_HUMAN		CPI-SC0B5F57CE1	0.01	0.131	0.119	0.027	0.239	0.024	0.02	0.007	0.007
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC061E89E41	0.005	0.007	0.02	0.121	0.327	0.014	0.047	0.047	0.009
HLA-A	HLAA	False	HLAA		CPI-SS0CBAA9BCC	2.398	1.246	1.776	3.023	2.075	1.793	2.633	3.513	2.727
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS048242083	0.581	0.144	0.388	0.678	0.318	0.422	0.516	0.939	0.711
GAST	P01350	False	GAST_HUMAN		CPI-SS079FD6EC6	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
HLA-C	HLAC	False	HLAC		CPI-SS0917CBD53	2.913	1.791	2.114	2.995	2.15	2.29	2.773	3.587	3.064
CCL4L2	Q8NHW4	False	CC4L_HUMAN		CPI-SS0A42A3690	0.02	0.009	0.016	0.014	0.007	0.039	0.494	0.352	0.04
TNF	P01375	False	TNFA_HUMAN		CPI-SS03FA58286	0.194	0.03	0.076	0.012	0.009	0.097	0.34	0.363	0.061
GAST	P01350	False	GAST_HUMAN		CPI-SS0830AF8E6	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CCK	P06307	False	CCKN_HUMAN		CPI-SS00AD71822	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0
IFNE	Q86WN2	False	IFNE_HUMAN		CPI-SC06DAFCB1D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IGF2	P01344	False	IGF2_HUMAN		CPI-SS0A3569604	0.013	0.067	0.451	0.653	0.498	0.019	0.022	0.01	0.013
CCL3	P10147	False	CCL3_HUMAN		CPI-SS076D8415B	0.027	0.012	0.017	0.014	0.008	0.024	1.025	0.251	0.021
IGF2	P01344	False	IGF2_HUMAN		CPI-SS0579FA162	0.013	0.067	0.451	0.653	0.498	0.019	0.022	0.01	0.013
IGF1	P05019	False	IGF1_HUMAN		CPI-SS0E41702C1	0.04	0.011	0.01	0.017	0.51	0.001	0.118	0.005	0.003
IGF2	P01344	False	IGF2_HUMAN		CPI-SS042A6F835	0.013	0.067	0.451	0.653	0.498	0.019	0.022	0.01	0.013
BDNF	P23560	False	BDNF_HUMAN		CPI-SS09A36B221	0.0	0.006	0.002	0.0	0.0	0.0	0.0	0.0	0.0
NGF	P01138	False	NGF_HUMAN		CPI-SS0DD9B3D49	0.0	0.0	0.003	0.001	0.029	0.0	0.0	0.0	0.0
GRN	P28799	False	GRN_HUMAN		CPI-SS07CCAD9BF	0.379	0.584	0.469	0.937	0.802	0.326	1.696	0.126	1.945
LRPAP1	P30533	False	AMRP_HUMAN		CPI-SS02A53F29E	0.262	0.419	0.29	0.374	0.468	0.268	0.46	0.318	0.317
NTS	P30990	False	NEUT_HUMAN		CPI-SS0A437E174	0.001	0.032	0.007	0.011	0.006	0.004	0.007	0.002	0.0
COPA	P53621	False	COPA_HUMAN		CPI-SS04F3A1E5C	0.176	0.406	0.33	0.322	0.487	0.187	0.316	0.213	0.44
BDNF	P23560	False	BDNF_HUMAN		CPI-SS0BA601DC4	0.0	0.006	0.002	0.0	0.0	0.0	0.0	0.0	0.0
NTF3	P20783	False	NTF3_HUMAN		CPI-SS093E05DD4	0.0	0.011	0.01	0.002	0.026	0.0	0.0	0.0	0.0
NTF4	P34130	False	NTF4_HUMAN		CPI-SS088C1035B	0.0	0.004	0.011	0.0	0.0	0.0	0.0	0.0	0.0
BDNF	P23560	False	BDNF_HUMAN		CPI-SS03F0B666C	0.0	0.006	0.002	0.0	0.0	0.0	0.0	0.0	0.0
ADIPOQ	Q15848	False	ADIPO_HUMAN		CPI-SS04A8E4200	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
CD200	P41217	False	OX2G_HUMAN		CPI-SS0A9E884E0	0.083	0.012	0.055	0.485	0.105	0.009	0.017	0.071	0.021
ADIPOQ	Q15848	False	ADIPO_HUMAN		CPI-SS0518D683C	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
ADIPOQ	Q15848	False	ADIPO_HUMAN		CPI-SS06E42DB13	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
KLRB1	Q12918	False	KLRB1_HUMAN		CPI-SS0E292C126	0.022	0.017	0.02	0.015	0.008	0.002	0.021	0.447	0.016
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS02A0FF87F	0.255	0.134	0.212	0.284	0.452	0.058	0.105	0.14	0.15
CSF1	P09603	False	CSF1_HUMAN		CPI-SS068C129D6	0.012	0.06	0.048	0.107	0.241	0.298	0.039	0.177	0.012
CSF1	P09603	False	CSF1_HUMAN		CPI-SS086615F9B	0.012	0.06	0.048	0.107	0.241	0.298	0.039	0.177	0.012
CCL3	P10147	False	CCL3_HUMAN		CPI-SS08BFF4F9B	0.027	0.012	0.017	0.014	0.008	0.024	1.025	0.251	0.021
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0F6B529A1	0.211	0.091	0.149	0.088	0.091	0.053	0.285	2.102	0.02
CCL3L1	CCL3L1	False	CCL3L1		CPI-SS0D3495D97	0.006	0.004	0.004	0.005	0.003	0.006	0.476	0.112	0.004
CCL3L1	P16619	False	CL3L1_HUMAN		CPI-SS0C6311D2D	0.006	0.004	0.004	0.005	0.003	0.006	0.476	0.112	0.004
CCL24	O00175	False	CCL24_HUMAN		CPI-SS0B0AC1603	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0F33890C0	0.001	0.002	0.003	0.002	0.065	0.0	0.0	0.001	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0F3BF2B34	0.211	0.091	0.149	0.088	0.091	0.053	0.285	2.102	0.02
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0CB2E8B21	0.001	0.002	0.003	0.002	0.065	0.0	0.0	0.001	0.0
CCL21	O00585	False	CCL21_HUMAN		CPI-SS0ECD9BB5E	0.006	0.004	0.004	0.059	0.064	0.0	0.003	0.003	0.0
CCL25	O15444	False	CCL25_HUMAN		CPI-SS0CCD89E02	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CXCL13	O43927	False	CXL13_HUMAN		CPI-SS083B5EBAB	0.038	0.038	0.091	0.018	0.046	0.02	0.048	0.458	0.013
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS00AEC3818	0.026	0.013	0.028	0.021	0.19	0.006	0.079	0.01	0.039
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0EA05941A	0.211	0.091	0.149	0.088	0.091	0.053	0.285	2.102	0.02
CCL22	O00626	False	CCL22_HUMAN		CPI-SS052B38F1C	0.005	0.004	0.002	0.001	0.001	0.0	0.032	0.01	0.002
CCL5	P13501	False	CCL5_HUMAN		CPI-SS05B7D3407	0.211	0.091	0.149	0.088	0.091	0.053	0.285	2.102	0.02
CCL2	P13500	False	CCL2_HUMAN		CPI-SS0DBFB8BEA	0.011	0.035	0.064	0.146	0.334	0.153	0.76	0.01	0.01
PF4	P02776	False	PLF4_HUMAN		CPI-SS03821C2C6	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0
CXCL1	P09341	False	GROA_HUMAN		CPI-SS052BBD9F9	0.0	0.005	0.007	0.002	0.038	0.001	0.06	0.001	0.003
CXCL8	P10145	False	IL8_HUMAN		CPI-SS0911EECCC	0.002	0.007	0.011	0.008	0.003	0.022	0.474	0.002	0.0
CXCL5	P42830	False	CXCL5_HUMAN		CPI-SS0ABF41CAA	0.0	0.0	0.001	0.0	0.001	0.0	0.015	0.0	0.0
CCL8	P80075	False	CCL8_HUMAN		CPI-SS008700E67	0.001	0.005	0.009	0.016	0.037	0.001	0.272	0.002	0.0
CCL7	P80098	False	CCL7_HUMAN		CPI-SS07EC65CED	0.001	0.001	0.004	0.001	0.001	0.0	0.123	0.001	0.0
KLRG2	A4D1S0	False	KLRG2_HUMAN		CPI-SS0A7B487D4	0.002	0.028	0.065	0.0	0.001	0.002	0.001	0.001	0.0
KLRG2	A4D1S0	False	KLRG2_HUMAN		CPI-SS0FEC87269	0.002	0.028	0.065	0.0	0.001	0.002	0.001	0.001	0.0
HLA-DPA1	HLADPA1	False	HLADPA1		CPI-SS028784FC6	2.143	0.224	0.695	1.109	0.113	1.345	3.295	0.871	2.685
PVR	P15151	False	PVR_HUMAN		CPI-SS00A8596B5	0.002	0.022	0.047	0.1	0.031	0.013	0.032	0.005	0.002
KLRG2	A4D1S0	False	KLRG2_HUMAN		CPI-SS044DF8749	0.002	0.028	0.065	0.0	0.001	0.002	0.001	0.001	0.0
SFRP5	Q5T4F7	False	SFRP5_HUMAN		CPI-SS0BBB4E185	0.0	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.0
SFRP4	Q6FHJ7	False	SFRP4_HUMAN		CPI-SS08696CC33	0.011	0.041	0.027	0.013	0.797	0.024	0.022	0.01	0.003
SFRP1	Q8N474	False	SFRP1_HUMAN		CPI-SS02E513EE6	0.008	0.077	0.456	0.044	0.123	0.0	0.012	0.007	0.008
FRZB	Q92765	False	SFRP3_HUMAN		CPI-SS004A55455	0.009	0.019	0.091	0.024	0.55	0.009	0.007	0.003	0.005
SFRP2	Q96HF1	False	SFRP2_HUMAN		CPI-SS098223056	0.069	0.166	0.205	0.094	2.497	0.075	0.089	0.052	0.033
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0B42AD9EF	0.043	0.031	0.04	0.492	0.123	0.026	0.075	0.096	0.073
SFRP5	Q5T4F7	False	SFRP5_HUMAN		CPI-SS018DF4043	0.0	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.0
SFRP4	Q6FHJ7	False	SFRP4_HUMAN		CPI-SS026F29267	0.011	0.041	0.027	0.013	0.797	0.024	0.022	0.01	0.003
SFRP1	Q8N474	False	SFRP1_HUMAN		CPI-SS086608DC8	0.008	0.077	0.456	0.044	0.123	0.0	0.012	0.007	0.008
FRZB	Q92765	False	SFRP3_HUMAN		CPI-SS04ABF9207	0.009	0.019	0.091	0.024	0.55	0.009	0.007	0.003	0.005
SFRP5	Q5T4F7	False	SFRP5_HUMAN		CPI-SS04C671343	0.0	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.0
SFRP4	Q6FHJ7	False	SFRP4_HUMAN		CPI-SS0C7624041	0.011	0.041	0.027	0.013	0.797	0.024	0.022	0.01	0.003
SFRP1	Q8N474	False	SFRP1_HUMAN		CPI-SS0DB2845AD	0.008	0.077	0.456	0.044	0.123	0.0	0.012	0.007	0.008
FRZB	Q92765	False	SFRP3_HUMAN		CPI-SS0EEC04FC1	0.009	0.019	0.091	0.024	0.55	0.009	0.007	0.003	0.005
SFRP2	Q96HF1	False	SFRP2_HUMAN		CPI-SS0A51CC035	0.069	0.166	0.205	0.094	2.497	0.075	0.089	0.052	0.033
SFRP5	Q5T4F7	False	SFRP5_HUMAN		CPI-SS0B665DAF7	0.0	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.0
SFRP4	Q6FHJ7	False	SFRP4_HUMAN		CPI-SS08FE5E88E	0.011	0.041	0.027	0.013	0.797	0.024	0.022	0.01	0.003
SFRP1	Q8N474	False	SFRP1_HUMAN		CPI-SS0CE496333	0.008	0.077	0.456	0.044	0.123	0.0	0.012	0.007	0.008
FRZB	Q92765	False	SFRP3_HUMAN		CPI-SS0EECFED83	0.009	0.019	0.091	0.024	0.55	0.009	0.007	0.003	0.005
SFRP2	Q96HF1	False	SFRP2_HUMAN		CPI-SS0D097B78D	0.069	0.166	0.205	0.094	2.497	0.075	0.089	0.052	0.033
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS037F83FEE	0.007	0.016	0.181	0.001	0.004	0.0	0.009	0.005	0.005
FRZB	Q92765	False	SFRP3_HUMAN		CPI-SS0C96733CF	0.009	0.019	0.091	0.024	0.55	0.009	0.007	0.003	0.005
LGR5	O75473	False	LGR5_HUMAN		CPI-SS0F102AAC5	0.0	0.002	0.008	0.001	0.022	0.0	0.0	0.0	0.003
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS048346C2B	0.157	0.055	0.072	0.373	0.122	0.231	0.705	0.17	0.467
FAM19A4	Q96LR4	False	TAFA4_HUMAN		CPI-SS01650D71E	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
HLA-DPA1	HLADPA1	False	HLADPA1		CPI-SS072B19293	2.143	0.224	0.695	1.109	0.113	1.345	3.295	0.871	2.685
PVR	P15151	False	PVR_HUMAN		CPI-SS0B84DAE3D	0.002	0.022	0.047	0.1	0.031	0.013	0.032	0.005	0.002
PVR	P15151	False	PVR_HUMAN		CPI-SS0A8627ED6	0.002	0.022	0.047	0.1	0.031	0.013	0.032	0.005	0.002
PVR	P15151	False	PVR_HUMAN		CPI-SS00561BBD7	0.002	0.022	0.047	0.1	0.031	0.013	0.032	0.005	0.002
PVR	P15151	False	PVR_HUMAN		CPI-SS0F1A060D4	0.002	0.022	0.047	0.1	0.031	0.013	0.032	0.005	0.002
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS00550260E	0.002	0.003	0.001	0.027	0.009	0.0	0.001	0.0	0.0
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS0B990492C	0.056	0.066	0.097	0.055	0.216	0.031	0.108	0.029	0.0
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS0C5E9FBFB	0.003	0.045	0.046	0.028	0.052	0.011	0.014	0.003	0.315
TIGIT	Q495A1	False	TIGIT_HUMAN		CPI-SS03859E16F	0.038	0.013	0.02	0.018	0.007	0.013	0.019	0.637	0.068
NECTIN2	Q92692	False	PVRL2_HUMAN		CPI-SS02FBD007E	0.019	0.528	0.175	0.834	0.34	0.085	0.318	0.021	0.019
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0B87FE6E0	0.043	0.031	0.04	0.492	0.123	0.026	0.075	0.096	0.073
CD46	P15529	False	MCP_HUMAN		CPI-SS01A07768A	0.227	0.684	0.309	0.589	0.367	0.42	0.304	0.349	0.35
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0E5AF12B6	0.043	0.031	0.04	0.492	0.123	0.026	0.075	0.096	0.073
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0A34EE366	0.043	0.031	0.04	0.492	0.123	0.026	0.075	0.096	0.073
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS01CA704DD	0.043	0.031	0.04	0.492	0.123	0.026	0.075	0.096	0.073
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS0DC9D2C55	0.087	0.273	0.13	0.021	0.468	0.15	0.226	0.104	0.568
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS012B7C21D	0.043	0.031	0.04	0.492	0.123	0.026	0.075	0.096	0.073
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS027CDEA08	0.087	0.273	0.13	0.021	0.468	0.15	0.226	0.104	0.568
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS00D153A8A	0.019	0.008	0.013	0.766	0.016	0.009	0.019	0.004	0.237
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0607D1101	0.043	0.031	0.04	0.492	0.123	0.026	0.075	0.096	0.073
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS003C9A532	0.087	0.273	0.13	0.021	0.468	0.15	0.226	0.104	0.568
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS09D379E5B	0.019	0.008	0.013	0.766	0.016	0.009	0.019	0.004	0.237
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS08C3D27F7	0.043	0.031	0.04	0.492	0.123	0.026	0.075	0.096	0.073
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS02770D68F	0.087	0.273	0.13	0.021	0.468	0.15	0.226	0.104	0.568
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS05FEE05CB	0.019	0.008	0.013	0.766	0.016	0.009	0.019	0.004	0.237
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0C4D54E39	0.004	0.098	0.053	0.046	0.632	0.007	0.009	0.005	0.016
LRP5	O75197	False	LRP5_HUMAN		CPI-SS02075E033	0.006	0.116	0.112	0.205	0.111	0.005	0.006	0.005	0.058
LRP6	O75581	False	LRP6_HUMAN		CPI-SS0D68CB038	0.007	0.076	0.131	0.233	0.136	0.002	0.006	0.005	0.0
LGR5	O75473	False	LGR5_HUMAN		CPI-SS05E001125	0.0	0.002	0.008	0.001	0.022	0.0	0.0	0.0	0.003
LGR5	O75473	False	LGR5_HUMAN		CPI-SS0FC0CA5ED	0.0	0.002	0.008	0.001	0.022	0.0	0.0	0.0	0.003
LGR5	O75473	False	LGR5_HUMAN		CPI-SS0DCA749B0	0.0	0.002	0.008	0.001	0.022	0.0	0.0	0.0	0.003
LGR4	Q9BXB1	False	LGR4_HUMAN		CPI-SS0A874F65F	0.002	0.044	0.023	0.004	0.054	0.002	0.005	0.003	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS09C52F54E	0.157	0.055	0.072	0.373	0.122	0.231	0.705	0.17	0.467
APP	P05067	False	A4_HUMAN		CPI-SS07ACDDCD6	0.157	0.699	1.03	1.777	1.198	0.051	0.288	0.119	1.682
MDK	P21741	False	MK_HUMAN		CPI-SS083CBFACD	0.07	0.857	0.551	0.506	1.408	0.158	0.084	0.043	0.029
WISP3	O95389	False	WISP3_HUMAN		CPI-SS0D3C90DDA	0.0	0.005	0.011	0.001	0.0	0.0	0.001	0.0	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS002DF6C31	0.157	0.055	0.072	0.373	0.122	0.231	0.705	0.17	0.467
ERVH48-1	M5A8F1	False	SUPYN_HUMAN		CPI-SS001D6BC6C	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.003
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0CE693E3E	0.157	0.055	0.072	0.373	0.122	0.231	0.705	0.17	0.467
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0BC7CD11B	0.157	0.055	0.072	0.373	0.122	0.231	0.705	0.17	0.467
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0419B80C4	0.157	0.055	0.072	0.373	0.122	0.231	0.705	0.17	0.467
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS02928C71A	0.004	0.047	0.042	0.343	0.017	0.004	0.055	0.026	0.016
MDK	P21741	False	MK_HUMAN		CPI-SS006C6537E	0.07	0.857	0.551	0.506	1.408	0.158	0.084	0.043	0.029
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS0984C2931	0.0	0.002	0.002	0.0	0.0	0.0	0.0	0.0	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS014958F32	0.157	0.055	0.072	0.373	0.122	0.231	0.705	0.17	0.467
SIRPA	P78324	False	SHPS1_HUMAN		CPI-SS0339AE950	0.014	0.016	0.069	0.161	0.087	0.066	0.46	0.002	0.012
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0BD9F32BA	0.157	0.055	0.072	0.373	0.122	0.231	0.705	0.17	0.467
TNF	P01375	False	TNFA_HUMAN		CPI-SS0F8EFEECF	0.194	0.03	0.076	0.012	0.009	0.097	0.34	0.363	0.061
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0A9FB762A	0.157	0.055	0.072	0.373	0.122	0.231	0.705	0.17	0.467
BMP7	P18075	False	BMP7_HUMAN		CPI-SS0472C478C	0.0	0.012	0.035	0.006	0.023	0.022	0.002	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0CB863B46	0.003	0.037	0.01	0.007	0.083	0.002	0.033	0.001	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS08877A081	0.157	0.055	0.072	0.373	0.122	0.231	0.705	0.17	0.467
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0E23CEB91	0.157	0.055	0.072	0.373	0.122	0.231	0.705	0.17	0.467
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS09C06644C	0.002	0.003	0.001	0.027	0.009	0.0	0.001	0.0	0.0
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS0889E281D	0.056	0.066	0.097	0.055	0.216	0.031	0.108	0.029	0.0
CRTAM	O95727	False	CRTAM_HUMAN		CPI-SS0C9696AAA	0.008	0.003	0.002	0.002	0.009	0.004	0.037	0.134	0.0
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS02D18D12B	0.002	0.003	0.001	0.027	0.009	0.0	0.001	0.0	0.0
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS0B3829651	0.002	0.003	0.001	0.027	0.009	0.0	0.001	0.0	0.0
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS00661A3A4	0.003	0.045	0.046	0.028	0.052	0.011	0.014	0.003	0.315
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS01E0F2D2C	0.003	0.045	0.046	0.028	0.052	0.011	0.014	0.003	0.315
TIGIT	Q495A1	False	TIGIT_HUMAN		CPI-SS0A5DF05C0	0.038	0.013	0.02	0.018	0.007	0.013	0.019	0.637	0.068
CD226	Q15762	False	CD226_HUMAN		CPI-SS06207F70E	0.012	0.005	0.008	0.007	0.004	0.041	0.055	0.135	0.004
HTR3E	A5X5Y0	False	5HT3E_HUMAN		CPI-SC0C728A74E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DRD2	P14416	False	DRD2_HUMAN		CPI-SC07863BB7C	0.0	0.0	0.001	0.0	0.0	0.003	0.0	0.0	0.0
